TrackingID,BookingDate,PickupDate,DeliveryDate,OriginCity,DestinationCity,WeightKg,PackageType,ServiceType,DeliveryMode,Price,Status,DelayReason,DeliveryDelayDays,ProcessingTimeHours,ExpectedDays,IsDelayed,BookingMonth,BookingDay,BookingHour,PickupHour,IsInterCity,IsPeakHour,FromMajorCity,ToMajorCity
DAW00793,2024-02-03 01:00:00,2024-02-03 03:00:00,2024-02-05 19:00:00,Peshawar,Faisalabad,54.91,Parcel,Economy,Bus,2401.3,Delivered,None,2,2.0,4,0,2,3,1,3,1,0,0,0
DAW00794,2024-02-03 02:00:00,2024-02-03 06:00:00,2024-02-06 00:00:00,Peshawar,Gujranwala,71.59,Documents,Overnight,Ground,3545.57,Delivered,None,2,4.0,1,1,2,3,2,6,1,0,0,0
DAW00795,2024-02-03 03:00:00,2024-02-03 05:00:00,2024-02-06 07:00:00,Gujranwala,Rawalpindi,44.74,Parcel,Express,Ground,4988.23,Delivered,None,3,2.0,2,1,2,3,3,5,1,0,0,0
DAW00796,2024-02-03 04:00:00,2024-02-03 09:00:00,2024-02-06 09:00:00,Multan,Rawalpindi,3.19,Documents,Express,Bus,1754.75,Delayed,Weather,3,5.0,2,1,2,3,4,9,1,1,0,0
DAW00797,2024-02-03 05:00:00,2024-02-03 07:00:00,2024-02-06 19:00:00,Rawalpindi,Sukkur,45.2,Documents,Overnight,Air,2667.62,Delayed,Weather,3,2.0,1,1,2,3,5,7,1,0,0,0
DAW00798,2024-02-03 06:00:00,2024-02-03 09:00:00,2024-02-06 06:00:00,Gujranwala,Peshawar,30.0,Parcel,Express,Ground,4422.47,Delivered,None,2,3.0,2,0,2,3,6,9,1,1,0,0
DAW00799,2024-02-03 07:00:00,2024-02-03 10:00:00,2024-02-05 14:00:00,Sukkur,Rawalpindi,93.0,Documents,Express,Air,1905.28,Delayed,Operational,2,3.0,2,0,2,3,7,10,1,1,0,0
DAW00800,2024-02-03 08:00:00,2024-02-03 11:00:00,2024-02-07 17:00:00,Multan,Islamabad,12.9,Documents,Express,Bus,724.46,Delayed,None,4,3.0,2,1,2,3,8,11,1,1,0,1
DAW00801,2024-02-03 09:00:00,2024-02-03 12:00:00,2024-02-06 00:00:00,Rawalpindi,Multan,65.42,Parcel,Economy,Air,4754.89,Delayed,None,2,3.0,4,0,2,3,9,12,1,1,0,0
DAW00802,2024-02-03 10:00:00,2024-02-03 14:00:00,2024-02-08 09:00:00,Islamabad,Islamabad,5.75,Documents,Economy,Bus,2544.52,Delivered,Weather,4,4.0,4,0,2,3,10,14,0,1,1,1
DAW00803,2024-02-03 11:00:00,2024-02-03 16:00:00,2024-02-05 11:00:00,Rawalpindi,Multan,44.89,Parcel,Same Day,Bus,2613.36,Delayed,None,1,5.0,1,0,2,3,11,16,1,1,0,0
DAW00804,2024-02-03 12:00:00,2024-02-03 14:00:00,2024-02-05 16:00:00,Islamabad,Gujranwala,55.62,Documents,Overnight,Ground,3181.76,Delivered,None,2,2.0,1,1,2,3,12,14,1,1,1,0
DAW00805,2024-02-03 13:00:00,2024-02-03 15:00:00,2024-02-05 15:00:00,Lahore,Gujranwala,30.15,Documents,Overnight,Ground,216.98,Delivered,None,2,2.0,1,1,2,3,13,15,1,1,1,0
DAW00806,2024-02-03 14:00:00,2024-02-03 17:00:00,2024-02-08 06:00:00,Faisalabad,Sukkur,45.78,Documents,Economy,Bus,4669.43,Delayed,Mechanical,4,3.0,4,0,2,3,14,17,1,1,0,0
DAW00807,2024-02-03 15:00:00,2024-02-03 18:00:00,2024-02-05 18:00:00,Lahore,Multan,16.77,Parcel,Overnight,Bus,1934.97,Delivered,Weather,2,3.0,1,1,2,3,15,18,1,1,1,0
DAW00808,2024-02-03 16:00:00,2024-02-03 17:00:00,2024-02-08 07:00:00,Multan,Rawalpindi,30.76,Parcel,Economy,Bus,2105.27,Delivered,None,4,1.0,4,0,2,3,16,17,1,1,0,0
DAW00809,2024-02-03 17:00:00,2024-02-03 22:00:00,2024-02-06 02:00:00,Islamabad,Faisalabad,62.3,Documents,Economy,Ground,1035.72,Delivered,None,2,5.0,4,0,2,3,17,22,1,0,1,0
DAW00810,2024-02-03 18:00:00,2024-02-03 22:00:00,2024-02-06 14:00:00,Multan,Multan,30.53,Documents,Economy,Bus,2015.13,Delayed,Operational,2,4.0,4,0,2,3,18,22,0,0,0,0
DAW00811,2024-02-03 19:00:00,2024-02-03 21:00:00,2024-02-07 16:00:00,Gujranwala,Gujranwala,90.02,Cargo,Economy,Bus,4058.93,Delayed,Traffic,3,2.0,4,0,2,3,19,21,0,0,0,0
DAW00812,2024-02-03 20:00:00,2024-02-03 21:00:00,2024-02-06 22:00:00,Hyderabad,Islamabad,63.03,Documents,Economy,Bus,4039.96,Delivered,None,3,1.0,4,0,2,3,20,21,1,0,0,1
DAW00813,2024-02-03 21:00:00,2024-02-03 22:00:00,2024-02-08 14:00:00,Sukkur,Quetta,44.15,Parcel,Economy,Air,4691.82,Delayed,Weather,4,1.0,4,0,2,3,21,22,1,0,0,0
DAW00814,2024-02-03 22:00:00,2024-02-04 00:00:00,2024-02-07 14:00:00,Karachi,Rawalpindi,4.36,Documents,Economy,Ground,2135.5,Delivered,Weather,3,2.0,4,0,2,3,22,0,1,0,1,0
DAW00815,2024-02-03 23:00:00,2024-02-04 03:00:00,2024-02-06 11:00:00,Multan,Quetta,50.21,Parcel,Economy,Ground,3601.86,Delayed,Traffic,2,4.0,4,0,2,3,23,3,1,0,0,0
DAW00816,2024-02-04 00:00:00,2024-02-04 01:00:00,2024-02-06 08:00:00,Sukkur,Hyderabad,76.6,Documents,Express,Air,2634.74,Delivered,None,2,1.0,2,0,2,4,0,1,1,0,0,0
DAW00817,2024-02-04 01:00:00,2024-02-04 02:00:00,2024-02-07 12:00:00,Gujranwala,Hyderabad,26.92,Parcel,Express,Bus,4059.31,Delivered,None,3,1.0,2,1,2,4,1,2,1,0,0,0
DAW00818,2024-02-04 02:00:00,2024-02-04 07:00:00,2024-02-08 11:00:00,Rawalpindi,Islamabad,80.77,Parcel,Economy,Bus,3620.2,Delayed,Operational,4,5.0,4,0,2,4,2,7,1,0,0,1
DAW00819,2024-02-04 03:00:00,2024-02-04 07:00:00,2024-02-08 08:00:00,Gujranwala,Hyderabad,25.55,Parcel,Economy,Bus,1965.93,Delivered,None,4,4.0,4,0,2,4,3,7,1,0,0,0
DAW00820,2024-02-04 04:00:00,2024-02-04 05:00:00,2024-02-06 15:00:00,Lahore,Peshawar,82.46,Documents,Express,Ground,1816.03,Delayed,Traffic,2,1.0,2,0,2,4,4,5,1,0,1,0
DAW00821,2024-02-04 05:00:00,2024-02-04 09:00:00,2024-02-06 18:00:00,Rawalpindi,Gujranwala,8.98,Parcel,Express,Bus,1411.72,Delivered,None,2,4.0,2,0,2,4,5,9,1,1,0,0
DAW00822,2024-02-04 06:00:00,2024-02-04 08:00:00,2024-02-07 15:00:00,Karachi,Sukkur,86.69,Parcel,Economy,Bus,2967.28,Delayed,Weather,3,2.0,4,0,2,4,6,8,1,1,1,0
DAW00823,2024-02-04 07:00:00,2024-02-04 10:00:00,2024-02-08 11:00:00,Islamabad,Rawalpindi,50.17,Documents,Express,Bus,4826.45,Delivered,None,4,3.0,2,1,2,4,7,10,1,1,1,0
DAW00824,2024-02-04 08:00:00,2024-02-04 09:00:00,2024-02-07 03:00:00,Hyderabad,Quetta,30.01,Documents,Same Day,Bus,1160.32,Delivered,None,2,1.0,1,1,2,4,8,9,1,1,0,0
DAW00825,2024-02-04 09:00:00,2024-02-04 14:00:00,2024-02-07 00:00:00,Sukkur,Islamabad,26.88,Parcel,Economy,Bus,657.21,Delivered,None,2,5.0,4,0,2,4,9,14,1,1,0,1
DAW00826,2024-02-04 10:00:00,2024-02-04 12:00:00,2024-02-09 07:00:00,Hyderabad,Peshawar,43.49,Documents,Economy,Air,773.12,Delayed,Traffic,4,2.0,4,0,2,4,10,12,1,1,0,0
DAW00827,2024-02-04 11:00:00,2024-02-04 15:00:00,2024-02-08 18:00:00,Faisalabad,Islamabad,99.91,Parcel,Economy,Ground,3958.87,Delayed,Operational,4,4.0,4,0,2,4,11,15,1,1,0,1
DAW00828,2024-02-04 12:00:00,2024-02-04 14:00:00,2024-02-08 21:00:00,Gujranwala,Peshawar,22.42,Parcel,Express,Air,1880.5,Delivered,None,4,2.0,2,1,2,4,12,14,1,1,0,0
DAW00829,2024-02-04 13:00:00,2024-02-04 14:00:00,2024-02-06 16:00:00,Multan,Gujranwala,10.77,Parcel,Economy,Air,1276.96,Delivered,None,2,1.0,4,0,2,4,13,14,1,1,0,0
DAW00830,2024-02-04 14:00:00,2024-02-04 18:00:00,2024-02-06 17:00:00,Islamabad,Hyderabad,58.71,Cargo,Economy,Bus,1893.65,Delayed,None,1,4.0,4,0,2,4,14,18,1,1,1,0
DAW00831,2024-02-04 15:00:00,2024-02-04 18:00:00,2024-02-07 10:00:00,Faisalabad,Hyderabad,49.11,Cargo,Economy,Bus,3297.59,Delivered,Operational,2,3.0,4,0,2,4,15,18,1,1,0,0
DAW00832,2024-02-04 16:00:00,2024-02-04 18:00:00,2024-02-07 01:00:00,Gujranwala,Gujranwala,52.66,Documents,Same Day,Ground,2824.58,Delivered,None,2,2.0,1,1,2,4,16,18,0,1,0,0
DAW00833,2024-02-04 17:00:00,2024-02-04 18:00:00,2024-02-07 16:00:00,Quetta,Gujranwala,66.86,Parcel,Express,Ground,3769.23,Delivered,None,2,1.0,2,0,2,4,17,18,1,1,0,0
DAW00834,2024-02-04 18:00:00,2024-02-04 23:00:00,2024-02-07 19:00:00,Multan,Multan,27.08,Documents,Express,Bus,1827.56,Delivered,None,2,5.0,2,0,2,4,18,23,0,0,0,0
DAW00835,2024-02-04 19:00:00,2024-02-04 23:00:00,2024-02-08 07:00:00,Rawalpindi,Lahore,91.11,Parcel,Overnight,Air,2369.74,Delayed,Weather,3,4.0,1,1,2,4,19,23,1,0,0,1
DAW00836,2024-02-04 20:00:00,2024-02-04 22:00:00,2024-02-09 01:00:00,Lahore,Gujranwala,43.85,Parcel,Economy,Bus,689.45,Delayed,None,4,2.0,4,0,2,4,20,22,1,0,1,0
DAW00837,2024-02-04 21:00:00,2024-02-04 23:00:00,2024-02-07 17:00:00,Sukkur,Islamabad,13.34,Documents,Overnight,Bus,550.68,Delivered,None,2,2.0,1,1,2,4,21,23,1,0,0,1
DAW00838,2024-02-04 22:00:00,2024-02-05 01:00:00,2024-02-08 11:00:00,Karachi,Multan,74.36,Cargo,Express,Ground,2418.83,Delivered,None,3,3.0,2,1,2,4,22,1,1,0,1,0
DAW00839,2024-02-04 23:00:00,2024-02-05 02:00:00,2024-02-08 20:00:00,Karachi,Rawalpindi,64.49,Documents,Economy,Bus,1647.66,Delayed,Weather,3,3.0,4,0,2,4,23,2,1,0,1,0
DAW00840,2024-02-05 00:00:00,2024-02-05 05:00:00,2024-02-07 03:00:00,Rawalpindi,Multan,31.92,Parcel,Overnight,Bus,3141.44,Delivered,None,1,5.0,1,0,2,5,0,5,1,0,0,0
DAW00841,2024-02-05 01:00:00,2024-02-05 06:00:00,2024-02-09 12:00:00,Peshawar,Karachi,62.34,Parcel,Overnight,Bus,406.41,Delayed,None,4,5.0,1,1,2,5,1,6,1,0,0,1
DAW00842,2024-02-05 02:00:00,2024-02-05 03:00:00,2024-02-09 10:00:00,Karachi,Hyderabad,22.38,Parcel,Overnight,Bus,784.48,Delayed,Operational,4,1.0,1,1,2,5,2,3,1,0,1,0
DAW00843,2024-02-05 03:00:00,2024-02-05 04:00:00,2024-02-08 23:00:00,Sukkur,Karachi,44.76,Documents,Economy,Ground,4352.92,Delivered,Mechanical,3,1.0,4,0,2,5,3,4,1,0,0,1
DAW00844,2024-02-05 04:00:00,2024-02-05 09:00:00,2024-02-07 23:00:00,Rawalpindi,Islamabad,89.99,Parcel,Same Day,Ground,2918.3,Delayed,Traffic,2,5.0,1,1,2,5,4,9,1,1,0,1
DAW00845,2024-02-05 05:00:00,2024-02-05 10:00:00,2024-02-07 21:00:00,Islamabad,Quetta,13.79,Parcel,Same Day,Ground,3617.86,Delayed,None,2,5.0,1,1,2,5,5,10,1,1,1,0
DAW00846,2024-02-05 06:00:00,2024-02-05 10:00:00,2024-02-10 04:00:00,Karachi,Quetta,38.98,Documents,Economy,Ground,4241.47,Delayed,Traffic,4,4.0,4,0,2,5,6,10,1,1,1,0
DAW00847,2024-02-05 07:00:00,2024-02-05 10:00:00,2024-02-07 10:00:00,Hyderabad,Gujranwala,82.2,Parcel,Economy,Bus,2426.4,Delayed,Operational,2,3.0,4,0,2,5,7,10,1,1,0,0
DAW00848,2024-02-05 08:00:00,2024-02-05 09:00:00,2024-02-07 21:00:00,Rawalpindi,Rawalpindi,96.96,Documents,Economy,Bus,3853.09,Delayed,Weather,2,1.0,4,0,2,5,8,9,0,1,0,0
DAW00849,2024-02-05 09:00:00,2024-02-05 12:00:00,2024-02-07 11:00:00,Sukkur,Multan,45.67,Parcel,Same Day,Bus,2718.01,Delivered,None,1,3.0,1,0,2,5,9,12,1,1,0,0
DAW00850,2024-02-05 10:00:00,2024-02-05 13:00:00,2024-02-09 19:00:00,Hyderabad,Quetta,50.95,Parcel,Express,Bus,1269.19,Delivered,None,4,3.0,2,1,2,5,10,13,1,1,0,0
DAW00851,2024-02-05 11:00:00,2024-02-05 16:00:00,2024-02-09 17:00:00,Multan,Peshawar,57.43,Parcel,Economy,Bus,1820.75,Delayed,Operational,4,5.0,4,0,2,5,11,16,1,1,0,0
DAW00852,2024-02-05 12:00:00,2024-02-05 16:00:00,2024-02-07 15:00:00,Multan,Gujranwala,93.27,Parcel,Economy,Ground,2553.68,Delayed,Weather,1,4.0,4,0,2,5,12,16,1,1,0,0
DAW00853,2024-02-05 13:00:00,2024-02-05 15:00:00,2024-02-08 12:00:00,Karachi,Peshawar,85.89,Parcel,Economy,Air,1721.05,Delayed,Weather,2,2.0,4,0,2,5,13,15,1,1,1,0
DAW00854,2024-02-05 14:00:00,2024-02-05 18:00:00,2024-02-08 23:00:00,Hyderabad,Rawalpindi,17.47,Parcel,Express,Bus,1810.53,Delivered,None,3,4.0,2,1,2,5,14,18,1,1,0,0
DAW00855,2024-02-05 15:00:00,2024-02-05 19:00:00,2024-02-08 20:00:00,Lahore,Sukkur,43.96,Documents,Economy,Ground,1819.49,Delivered,None,3,4.0,4,0,2,5,15,19,1,0,1,0
DAW00856,2024-02-05 16:00:00,2024-02-05 19:00:00,2024-02-08 10:00:00,Gujranwala,Hyderabad,46.67,Documents,Same Day,Bus,789.63,Delivered,None,2,3.0,1,1,2,5,16,19,1,0,0,0
DAW00857,2024-02-05 17:00:00,2024-02-05 21:00:00,2024-02-08 23:00:00,Multan,Multan,79.02,Parcel,Express,Ground,606.28,Delivered,None,3,4.0,2,1,2,5,17,21,0,0,0,0
DAW00858,2024-02-05 18:00:00,2024-02-05 19:00:00,2024-02-10 05:00:00,Lahore,Gujranwala,60.49,Parcel,Express,Ground,423.18,Delayed,None,4,1.0,2,1,2,5,18,19,1,0,1,0
DAW00859,2024-02-05 19:00:00,2024-02-05 22:00:00,2024-02-10 06:00:00,Islamabad,Islamabad,65.59,Parcel,Economy,Bus,732.59,Delivered,Mechanical,4,3.0,4,0,2,5,19,22,0,0,1,1
DAW00860,2024-02-05 20:00:00,2024-02-05 21:00:00,2024-02-08 14:00:00,Rawalpindi,Faisalabad,99.82,Documents,Economy,Bus,1849.79,Delayed,Traffic,2,1.0,4,0,2,5,20,21,1,0,0,0
DAW00861,2024-02-05 21:00:00,2024-02-05 23:00:00,2024-02-09 21:00:00,Gujranwala,Faisalabad,7.96,Documents,Economy,Ground,3050.58,Delivered,None,3,2.0,4,0,2,5,21,23,1,0,0,0
DAW00862,2024-02-05 22:00:00,2024-02-06 01:00:00,2024-02-10 12:00:00,Faisalabad,Faisalabad,22.69,Documents,Economy,Ground,1103.11,Delivered,None,4,3.0,4,0,2,5,22,1,0,0,0,0
DAW00863,2024-02-05 23:00:00,2024-02-06 01:00:00,2024-02-08 20:00:00,Sukkur,Quetta,41.09,Cargo,Economy,Ground,4462.44,Delayed,Operational,2,2.0,4,0,2,5,23,1,1,0,0,0
DAW00864,2024-02-06 00:00:00,2024-02-06 03:00:00,2024-02-08 23:00:00,Rawalpindi,Sukkur,35.1,Parcel,Same Day,Ground,4080.24,Delivered,None,2,3.0,1,1,2,6,0,3,1,0,0,0
DAW00865,2024-02-06 01:00:00,2024-02-06 06:00:00,2024-02-09 06:00:00,Gujranwala,Sukkur,2.65,Documents,Economy,Air,2698.53,Delivered,None,3,5.0,4,0,2,6,1,6,1,0,0,0
DAW00866,2024-02-06 02:00:00,2024-02-06 06:00:00,2024-02-10 11:00:00,Sukkur,Multan,9.63,Documents,Economy,Bus,3676.21,Delayed,None,4,4.0,4,0,2,6,2,6,1,0,0,0
DAW00867,2024-02-06 03:00:00,2024-02-06 08:00:00,2024-02-09 09:00:00,Gujranwala,Multan,68.25,Cargo,Economy,Bus,1958.38,Delayed,None,3,5.0,4,0,2,6,3,8,1,1,0,0
DAW00868,2024-02-06 04:00:00,2024-02-06 06:00:00,2024-02-10 19:00:00,Hyderabad,Sukkur,87.99,Documents,Economy,Bus,376.53,Delayed,Weather,4,2.0,4,0,2,6,4,6,1,0,0,0
DAW00869,2024-02-06 05:00:00,2024-02-06 09:00:00,2024-02-08 23:00:00,Islamabad,Rawalpindi,51.67,Parcel,Same Day,Bus,4540.8,Delivered,None,2,4.0,1,1,2,6,5,9,1,1,1,0
DAW00870,2024-02-06 06:00:00,2024-02-06 09:00:00,2024-02-10 05:00:00,Quetta,Multan,54.15,Documents,Economy,Bus,813.41,Delayed,Traffic,3,3.0,4,0,2,6,6,9,1,1,0,0
DAW00871,2024-02-06 07:00:00,2024-02-06 11:00:00,2024-02-10 03:00:00,Karachi,Rawalpindi,25.88,Cargo,Economy,Ground,4750.1,Delivered,Mechanical,3,4.0,4,0,2,6,7,11,1,1,1,0
DAW00872,2024-02-06 08:00:00,2024-02-06 09:00:00,2024-02-10 14:00:00,Gujranwala,Gujranwala,76.9,Parcel,Express,Bus,2945.04,Delivered,Mechanical,4,1.0,2,1,2,6,8,9,0,1,0,0
DAW00873,2024-02-06 09:00:00,2024-02-06 13:00:00,2024-02-10 15:00:00,Sukkur,Karachi,75.3,Parcel,Economy,Bus,1666.7,Delivered,Traffic,4,4.0,4,0,2,6,9,13,1,1,0,1
DAW00874,2024-02-06 10:00:00,2024-02-06 11:00:00,2024-02-09 03:00:00,Sukkur,Peshawar,59.04,Documents,Economy,Air,2578.52,Delayed,Traffic,2,1.0,4,0,2,6,10,11,1,1,0,0
DAW00875,2024-02-06 11:00:00,2024-02-06 15:00:00,2024-02-11 01:00:00,Hyderabad,Hyderabad,21.66,Documents,Economy,Bus,2607.82,Delivered,Operational,4,4.0,4,0,2,6,11,15,0,1,0,0
DAW00876,2024-02-06 12:00:00,2024-02-06 13:00:00,2024-02-10 10:00:00,Lahore,Gujranwala,10.15,Parcel,Economy,Bus,311.78,Delayed,Traffic,3,1.0,4,0,2,6,12,13,1,1,1,0
DAW00877,2024-02-06 13:00:00,2024-02-06 15:00:00,2024-02-10 21:00:00,Rawalpindi,Multan,6.89,Parcel,Economy,Ground,1906.21,Delayed,None,4,2.0,4,0,2,6,13,15,1,1,0,0
DAW00878,2024-02-06 14:00:00,2024-02-06 19:00:00,2024-02-10 10:00:00,Quetta,Sukkur,59.47,Documents,Economy,Ground,3751.36,Delivered,None,3,5.0,4,0,2,6,14,19,1,0,0,0
DAW00879,2024-02-06 15:00:00,2024-02-06 18:00:00,2024-02-09 23:00:00,Peshawar,Peshawar,82.59,Documents,Overnight,Bus,2648.33,Delayed,Operational,3,3.0,1,1,2,6,15,18,0,1,0,0
DAW00880,2024-02-06 16:00:00,2024-02-06 20:00:00,2024-02-09 08:00:00,Karachi,Peshawar,85.9,Parcel,Economy,Bus,1372.3,Delayed,Operational,2,4.0,4,0,2,6,16,20,1,0,1,0
DAW00881,2024-02-06 17:00:00,2024-02-06 22:00:00,2024-02-11 14:00:00,Faisalabad,Lahore,46.63,Parcel,Express,Ground,1808.53,Delivered,None,4,5.0,2,1,2,6,17,22,1,0,0,1
DAW00882,2024-02-06 18:00:00,2024-02-06 21:00:00,2024-02-08 21:00:00,Peshawar,Gujranwala,78.53,Documents,Express,Bus,4342.66,Delayed,None,2,3.0,2,0,2,6,18,21,1,0,0,0
DAW00883,2024-02-06 19:00:00,2024-02-06 22:00:00,2024-02-09 14:00:00,Rawalpindi,Sukkur,94.71,Documents,Express,Bus,2722.64,Delayed,Weather,2,3.0,2,0,2,6,19,22,1,0,0,0
DAW00884,2024-02-06 20:00:00,2024-02-06 21:00:00,2024-02-10 18:00:00,Karachi,Hyderabad,27.88,Cargo,Economy,Ground,2736.09,Delivered,None,3,1.0,4,0,2,6,20,21,1,0,1,0
DAW00885,2024-02-06 21:00:00,2024-02-06 23:00:00,2024-02-09 11:00:00,Sukkur,Sukkur,40.1,Parcel,Economy,Bus,4815.04,Delivered,None,2,2.0,4,0,2,6,21,23,0,0,0,0
DAW00886,2024-02-06 22:00:00,2024-02-07 00:00:00,2024-02-11 19:00:00,Faisalabad,Multan,93.18,Parcel,Express,Bus,1740.23,Delayed,Weather,4,2.0,2,1,2,6,22,0,1,0,0,0
DAW00887,2024-02-06 23:00:00,2024-02-07 04:00:00,2024-02-10 21:00:00,Gujranwala,Islamabad,34.15,Parcel,Express,Bus,2501.8,Delayed,None,3,5.0,2,1,2,6,23,4,1,0,0,1
DAW00888,2024-02-07 00:00:00,2024-02-07 02:00:00,2024-02-09 08:00:00,Lahore,Karachi,91.43,Documents,Express,Air,4096.23,Delayed,Weather,2,2.0,2,0,2,7,0,2,1,0,1,1
DAW00889,2024-02-07 01:00:00,2024-02-07 05:00:00,2024-02-09 16:00:00,Quetta,Rawalpindi,98.11,Documents,Economy,Air,3842.78,Delayed,Operational,2,4.0,4,0,2,7,1,5,1,0,0,0
DAW00890,2024-02-07 02:00:00,2024-02-07 04:00:00,2024-02-11 22:00:00,Gujranwala,Islamabad,66.35,Documents,Overnight,Bus,1475.84,Delayed,Operational,4,2.0,1,1,2,7,2,4,1,0,0,1
DAW00891,2024-02-07 03:00:00,2024-02-07 08:00:00,2024-02-11 15:00:00,Lahore,Karachi,81.78,Parcel,Economy,Bus,925.24,Delayed,Weather,4,5.0,4,0,2,7,3,8,1,1,1,1
DAW00892,2024-02-07 04:00:00,2024-02-07 06:00:00,2024-02-09 13:00:00,Islamabad,Islamabad,75.08,Parcel,Economy,Bus,3563.38,Delayed,None,2,2.0,4,0,2,7,4,6,0,0,1,1
DAW00893,2024-02-07 05:00:00,2024-02-07 09:00:00,2024-02-11 06:00:00,Hyderabad,Rawalpindi,70.1,Documents,Economy,Bus,1436.75,Delivered,Mechanical,3,4.0,4,0,2,7,5,9,1,1,0,0
DAW00894,2024-02-07 06:00:00,2024-02-07 07:00:00,2024-02-09 08:00:00,Karachi,Quetta,31.04,Cargo,Economy,Bus,4628.84,Delayed,Operational,2,1.0,4,0,2,7,6,7,1,0,1,0
DAW00895,2024-02-07 07:00:00,2024-02-07 12:00:00,2024-02-12 04:00:00,Gujranwala,Sukkur,6.18,Documents,Economy,Ground,820.39,Delivered,None,4,5.0,4,0,2,7,7,12,1,1,0,0
DAW00896,2024-02-07 08:00:00,2024-02-07 09:00:00,2024-02-11 10:00:00,Lahore,Islamabad,34.63,Cargo,Express,Bus,1727.91,Delayed,None,4,1.0,2,1,2,7,8,9,1,1,1,1
DAW00897,2024-02-07 09:00:00,2024-02-07 10:00:00,2024-02-10 03:00:00,Peshawar,Multan,66.86,Cargo,Overnight,Bus,462.98,Delayed,Weather,2,1.0,1,1,2,7,9,10,1,1,0,0
DAW00898,2024-02-07 10:00:00,2024-02-07 11:00:00,2024-02-11 03:00:00,Hyderabad,Hyderabad,10.7,Documents,Overnight,Bus,3575.87,Delivered,None,3,1.0,1,1,2,7,10,11,0,1,0,0
DAW00899,2024-02-07 11:00:00,2024-02-07 14:00:00,2024-02-10 21:00:00,Lahore,Gujranwala,1.69,Documents,Economy,Bus,4478.06,Delivered,None,3,3.0,4,0,2,7,11,14,1,1,1,0
DAW00900,2024-02-07 12:00:00,2024-02-07 15:00:00,2024-02-11 09:00:00,Multan,Faisalabad,14.4,Parcel,Express,Bus,3252.2,Delayed,None,3,3.0,2,1,2,7,12,15,1,1,0,0
DAW00901,2024-02-07 13:00:00,2024-02-07 14:00:00,2024-02-10 14:00:00,Islamabad,Multan,71.72,Parcel,Economy,Bus,4701.21,Delivered,Mechanical,3,1.0,4,0,2,7,13,14,1,1,1,0
DAW00902,2024-02-07 14:00:00,2024-02-07 19:00:00,2024-02-12 10:00:00,Rawalpindi,Rawalpindi,97.29,Parcel,Economy,Ground,816.82,Delayed,Traffic,4,5.0,4,0,2,7,14,19,0,0,0,0
DAW00903,2024-02-07 15:00:00,2024-02-07 19:00:00,2024-02-12 06:00:00,Gujranwala,Hyderabad,98.31,Cargo,Economy,Ground,621.12,Delayed,Operational,4,4.0,4,0,2,7,15,19,1,0,0,0
DAW00904,2024-02-07 16:00:00,2024-02-07 20:00:00,2024-02-11 04:00:00,Quetta,Multan,49.65,Parcel,Economy,Bus,4224.38,Delivered,None,3,4.0,4,0,2,7,16,20,1,0,0,0
DAW00905,2024-02-07 17:00:00,2024-02-07 19:00:00,2024-02-11 17:00:00,Islamabad,Peshawar,87.0,Documents,Economy,Bus,4306.45,Delayed,Weather,3,2.0,4,0,2,7,17,19,1,0,1,0
DAW00906,2024-02-07 18:00:00,2024-02-07 23:00:00,2024-02-10 14:00:00,Hyderabad,Sukkur,73.81,Documents,Economy,Bus,4188.99,Delivered,None,2,5.0,4,0,2,7,18,23,1,0,0,0
DAW00907,2024-02-07 19:00:00,2024-02-07 22:00:00,2024-02-12 10:00:00,Multan,Hyderabad,50.35,Parcel,Express,Bus,4035.03,Delivered,None,4,3.0,2,1,2,7,19,22,1,0,0,0
DAW00908,2024-02-07 20:00:00,2024-02-07 21:00:00,2024-02-10 00:00:00,Karachi,Peshawar,57.49,Documents,Overnight,Ground,1938.7,Delivered,Operational,2,1.0,1,1,2,7,20,21,1,0,1,0
DAW00909,2024-02-07 21:00:00,2024-02-07 23:00:00,2024-02-12 18:00:00,Peshawar,Multan,14.15,Parcel,Economy,Bus,1243.82,Delivered,None,4,2.0,4,0,2,7,21,23,1,0,0,0
DAW00910,2024-02-07 22:00:00,2024-02-08 02:00:00,2024-02-10 01:00:00,Quetta,Karachi,93.8,Documents,Same Day,Ground,4658.26,Delayed,Operational,1,4.0,1,0,2,7,22,2,1,0,0,1
DAW00911,2024-02-07 23:00:00,2024-02-08 02:00:00,2024-02-11 13:00:00,Gujranwala,Lahore,35.52,Documents,Express,Ground,1673.6,Delivered,None,3,3.0,2,1,2,7,23,2,1,0,0,1
DAW00912,2024-02-08 00:00:00,2024-02-08 03:00:00,2024-02-11 10:00:00,Quetta,Karachi,44.89,Documents,Express,Air,2112.36,Delivered,Weather,3,3.0,2,1,2,8,0,3,1,0,0,1
DAW00913,2024-02-08 01:00:00,2024-02-08 02:00:00,2024-02-10 01:00:00,Islamabad,Sukkur,67.33,Parcel,Express,Air,3557.88,Delivered,None,1,1.0,2,0,2,8,1,2,1,0,1,0
DAW00914,2024-02-08 02:00:00,2024-02-08 06:00:00,2024-02-11 01:00:00,Hyderabad,Hyderabad,33.72,Documents,Economy,Bus,1608.11,Delayed,None,2,4.0,4,0,2,8,2,6,0,0,0,0
